aic,Acc,Recall,precision,f1,variables,types
26.919011889093373,0.9245283018867925,0.0,0.0,0.0,['X13'],rp
17.88594761554029,0.9056603773584906,0.0,0.0,0.0,"['X13', 'X33']",kd
10.666666666666666,0.8867924528301887,0.0,0.0,0.0,"['X18', 'X25', 'X13']",classification
11.224060718612652,0.9245283018867925,0.0,0.0,0.0,['X38'],honest
23.971313465865396,0.9056603773584906,0.0,0.0,0.0,"['X14', 'X19']",rp
18.46153846153846,0.9245283018867925,0.3333333333333333,0.3333333333333333,0.3333333333333333,"['X1', 'X17', 'X19']",kd
10.666666666666666,0.9056603773584906,0.0,0.0,0.0,"['X21', 'X13']",classification
10.0,0.9056603773584906,0.0,0.0,0.0,"['X34', 'X23']",honest
14.0857942247268,0.8867924528301887,0.0,0.0,0.0,"['X19', 'X9', 'X23']",rp
17.88594761554029,0.9056603773584906,0.0,0.0,0.0,"['X19', 'X30']",kd
18.46153846153846,0.9622641509433962,0.3333333333333333,1.0,0.5,['X2'],classification
5.714285714285714,0.9245283018867925,0.0,0.0,0.0,['X48'],honest
17.209505944546684,0.8867924528301887,0.0,0.0,0.0,"['X43', 'X45', 'X4']",rp
20.376172611213352,0.8867924528301887,0.0,0.0,0.0,"['X18', 'X11', 'X29']",kd
10.666666666666666,0.9056603773584906,0.0,0.0,0.0,"['X45', 'X38']",classification
5.714285714285714,0.9245283018867925,0.0,0.0,0.0,['X43'],honest
26.919011889093373,0.9056603773584906,0.0,0.0,0.0,"['X14', 'X5']",rp
23.995220230260973,0.8867924528301887,0.0,0.0,0.0,"['X39', 'X37', 'X15']",kd
10.666666666666666,0.8867924528301887,0.0,0.0,0.0,"['X9', 'X39', 'X21']",classification
5.714285714285714,0.9245283018867925,0.0,0.0,0.0,['X9'],honest
68.31285311696864,0.9056603773584906,0.3333333333333333,0.25,0.28571428571428575,"['X18', 'X1', 'X39', 'X26']",rp
76.59015322548457,0.8867924528301887,0.0,0.0,0.0,"['X18', 'X45', 'X26']",kd
22.5,0.8301886792452831,0.0,0.0,0.0,"['X11', 'X45', 'X47', 'X13', 'X34', 'X10']",classification
31.731807692448,0.9056603773584906,0.0,0.0,0.0,"['X24', 'X43']",honest
71.01461813947807,0.9433962264150944,0.3333333333333333,0.5,0.4,"['X2', 'X27']",rp
70.07207056930068,0.8867924528301887,0.0,0.0,0.0,"['X20', 'X45', 'X36']",kd
36.111111111111114,0.8679245283018868,0.0,0.0,0.0,"['X6', 'X50', 'X10', 'X42']",classification
32.62856972386129,0.8867924528301887,0.0,0.0,0.0,"['X33', 'X34', 'X19']",honest
63.626732133230576,0.9433962264150944,0.3333333333333333,0.5,0.4,"['X1', 'X40']",rp
68.72412408402477,0.9622641509433962,0.6666666666666666,0.6666666666666666,0.6666666666666666,"['X44', 'X3', 'X1']",kd
34.45714342537957,0.8679245283018868,0.0,0.0,0.0,"['X44', 'X51', 'X7', 'X11']",classification
29.64711665801279,0.8490566037735849,0.0,0.0,0.0,"['X44', 'X10', 'X18', 'X43', 'X47']",honest
67.54887502163469,0.8867924528301887,0.0,0.0,0.0,"['X24', 'X26', 'X27']",rp
69.71867105912463,0.8867924528301887,0.0,0.0,0.0,"['X27', 'X38', 'X26']",kd
39.9669184297065,0.8867924528301887,0.0,0.0,0.0,"['X27', 'X12', 'X29']",classification
35.196994754149856,0.9433962264150944,0.3333333333333333,0.5,0.4,"['X1', 'X11']",honest
40.7503546265995,0.9056603773584906,0.0,0.0,0.0,"['X23', 'X10']",rp
46.82959407276106,0.8679245283018868,0.3333333333333333,0.16666666666666666,0.2222222222222222,"['X23', 'X2', 'X12', 'X5', 'X10', 'X43']",kd
22.5,0.8867924528301887,0.0,0.0,0.0,"['X23', 'X10', 'X22']",classification
34.74015472233597,0.9245283018867925,0.0,0.0,0.0,['X35'],honest
160.32807130581045,0.9433962264150944,0.3333333333333333,0.5,0.4,"['X1', 'X10']",rp
156.31044367302252,0.9245283018867925,0.3333333333333333,0.3333333333333333,0.3333333333333333,"['X1', 'X45', 'X20']",kd
50.16044572533988,0.9245283018867925,1.0,0.42857142857142855,0.6,"['X1', 'X31', 'X3', 'X26', 'X2', 'X30', 'X19']",classification
79.47496206602878,0.9245283018867925,0.0,0.0,0.0,['X12'],honest
130.46015629836353,0.9245283018867925,0.3333333333333333,0.3333333333333333,0.3333333333333333,"['X2', 'X24', 'X33']",rp
134.82922541432106,0.9433962264150944,0.6666666666666666,0.5,0.5714285714285715,"['X2', 'X3', 'X27', 'X12']",kd
53.46341463414634,0.9056603773584906,0.6666666666666666,0.3333333333333333,0.4444444444444444,"['X2', 'X52', 'X10', 'X36', 'X8', 'X1']",classification
68.64536799326773,0.9622641509433962,0.3333333333333333,1.0,0.5,['X3'],honest
99.5374254526021,0.9811320754716981,1.0,0.75,0.8571428571428571,"['X1', 'X2', 'X3', 'X38']",rp
128.45073580815694,0.9622641509433962,0.6666666666666666,0.6666666666666666,0.6666666666666666,"['X1', 'X3', 'X12']",kd
46.837635767622466,0.8490566037735849,0.3333333333333333,0.14285714285714285,0.2,"['X1', 'X26', 'X27', 'X40', 'X14', 'X47', 'X8']",classification
81.42503033610762,0.8867924528301887,0.0,0.0,0.0,"['X35', 'X21', 'X25']",honest
175.9918865307739,0.9245283018867925,0.0,0.0,0.0,['X30'],rp
154.16069943811155,0.9245283018867925,0.3333333333333333,0.3333333333333333,0.3333333333333333,"['X1', 'X51', 'X22']",kd
53.84615384615385,0.8113207547169812,0.3333333333333333,0.1111111111111111,0.16666666666666666,"['X3', 'X7', 'X8', 'X37', 'X23', 'X20', 'X10', 'X4', 'X30']",classification
75.80498894220943,0.9245283018867925,0.0,0.0,0.0,['X17'],honest
162.5591775454067,0.9056603773584906,0.0,0.0,0.0,"['X32', 'X48']",rp
151.26283057757334,0.9245283018867925,0.3333333333333333,0.3333333333333333,0.3333333333333333,"['X2', 'X36', 'X30']",kd
55.94583047070415,0.8490566037735849,0.3333333333333333,0.14285714285714285,0.2,"['X28', 'X2', 'X36', 'X9', 'X15', 'X35', 'X10']",classification
78.51364986400417,0.9433962264150944,0.6666666666666666,0.5,0.5714285714285715,"['X44', 'X3', 'X1', 'X4']",honest
